source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,Sample Type,Functional Type,MAP (mm/yr),MAT (°C),DOI,Audit Flags
"van der Veen et al., 2020",Ladd,ARU11004So,27.35,87.19,315.0,-58.92584394,,,29,-115.67,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU11011So,27.39,87.13,412.0,-61.10278364,,,29,-128.18,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU11014So,27.43,87.12,435.0,-63.79419903,,,29,-144.44,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU11020So,27.47,87.15,448.0,-68.62481158,,,29,-147.24,,original,,,,,,
"van der Veen et al., 2020",Ladd,S127 sp1,31.39,76.88,475.0,-50.62259697,,,29,-147.38,,original,,,,,,
"van der Veen et al., 2020",Ladd,S127 sp2,31.39,76.88,475.0,-50.62259697,,,29,-146.51,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU11060So,27.49,87.17,566.0,-71.581459,,,29,-146.32,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK8,30.24,78.86,635.0,-57.88725563,,,29,-167.05,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU11034SoA,27.52,87.2,708.0,-71.91111014,,,29,-159.31,,original,,,,,,
"van der Veen et al., 2020",Ladd,S5,31.36,77.38,729.0,-57.67687769,,,29,-140.84,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK25,30.31,79.32,927.0,-58.826943,,,29,-127.13,,original,,,,,,
"van der Veen et al., 2020",Ladd,S9,31.4,77.64,937.0,-61.7583051,,,29,-157.64,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU12037So,27.67,87.36,1080.0,-81.72490813,,,29,-173.53,,original,,,,,,
"van der Veen et al., 2020",Ladd,S14,31.45,77.55,1170.0,-62.24257167,,,29,-179.02,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK20,30.14,79.37,1175.0,-61.93234753,,,29,-166.86,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK18,30.1,79.44,1176.0,-67.24840598,,,29,-157.2,,original,,,,,,
"van der Veen et al., 2020",Ladd,S22,31.52,77.7,1228.0,-70.0844068,,,29,-163.75,,original,,,,,,
"van der Veen et al., 2020",Ladd,S26,31.51,77.76,1238.0,-69.49462609,,,29,-140.58,,original,,,,,,
"van der Veen et al., 2020",Ladd,S41,31.55,77.91,1521.0,-73.82017871,,,29,-157.15,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK22,30.29,79.5,1635.0,-73.53100443,,,29,-150.78,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU12136So,27.62,87.24,2006.0,-85.7823513,,,29,-173.26,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU12068So,27.75,87.41,2091.0,-92.41431198,,,29,-178.62,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU12099So,27.84,87.4,2196.0,-99.88505688,,,29,-176.45,,original,,,,,,
"van der Veen et al., 2020",Ladd,J9,28.31,84.3,2500.0,-78.24801277,,,29,-179.45,,original,,,,,,
"van der Veen et al., 2020",Ladd,ARU12090So,27.81,87.42,2578.0,-98.46847637,,,29,-182.55,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK29,30.62,79.82,2628.0,-93.43976761,,,29,-173.15,,original,,,,,,
"van der Veen et al., 2020",Ladd,S60,31.43,78.28,2770.0,-94.81420598,,,29,-174.62,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK28,30.69,79.89,2897.0,-95.49989809,,,29,-227.97,,original,,,,,,
"van der Veen et al., 2020",Ladd,S55,31.4,78.35,3120.0,-99.92249538,,,29,-156.05,,original,,,,,,
"van der Veen et al., 2020",Ladd,AK32/33,30.77,79.49,3155.0,-100.9423092,,,29,-175.95,,original,,,,,,
"van der Veen et al., 2020",Ladd,J8,28.4,84.26,3930.0,-102.4602958,,,29,-209.4,,original,,,,,,
"van der Veen et al., 2020",Ladd,J11,28.4,84.15,4000.0,-99.50814792,,,29,-228.93,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-27.95,14.0,,-18.0,,,29,-123.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-24.3,13.0,,-28.0,,,29,-131.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-22.72,12.6,,-26.0,,,29,-130.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-18.96,11.06,,-24.0,,,29,-129.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-15.63,11.58,,-30.0,,,29,-133.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-11.9,13.07,,-38.0,,,29,-133.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-10.17,12.69,,-35.0,,,29,-129.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-7.75,11.87,,-30.0,,,29,-131.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-5.5,11.07,,-22.0,,,29,-131.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-3.73,9.79,,-23.0,,,29,-127.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-2.07,8.63,,-31.0,,,29,-127.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,-0.69,8.38,,-20.0,,,29,-127.0,,original,,,,,,
"Vogts et al., 2016",Liu,Southwest Africa,0.96,8.88,,-24.0,,,29,-133.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,22.3,101.3,931.0,-56.0,,,29,-213.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,22.7,101.3,956.0,-57.0,,,29,-288.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,25.6,100.1,1265.0,-61.0,,,29,-161.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,22.2,100.5,1400.0,-63.0,,,29,-210.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,25.9,99.3,1745.0,-68.0,,,29,-172.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,26.9,100.0,1881.0,-70.0,,,29,-196.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.2,100.0,1971.0,-71.0,,,29,-204.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.5,101.3,2233.0,-75.0,,,29,-195.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,28.2,99.3,2248.0,-75.0,,,29,-221.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,26.5,99.8,2357.0,-77.0,,,29,-166.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.6,101.0,2362.0,-77.0,,,29,-186.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,26.7,99.9,2459.0,-78.0,,,29,-168.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,26.6,99.8,2463.0,-78.0,,,29,-183.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,26.9,100.0,2500.0,-79.0,,,29,-189.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.4,100.8,2538.0,-80.0,,,29,-169.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.1,99.6,2549.0,-80.0,,,29,-190.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,,,2600.0,-80.0,,,29,-178.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,26.5,99.7,2635.0,-81.0,,,29,-213.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.5,101.3,2754.0,-83.0,,,29,-181.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.7,100.8,2764.0,-83.0,,,29,-205.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,30.7,97.4,3060.0,-87.0,,,29,-219.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.1,100.7,3075.0,-87.0,,,29,-215.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,28.5,98.9,3300.0,-91.0,,,29,-231.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,27.6,100.8,3340.0,-91.0,,,29,-191.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,28.4,98.4,3516.0,-94.0,,,29,-243.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,29.4,98.7,3590.0,-95.0,,,29,-221.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,28.4,99.0,3750.0,-97.0,,,29,-240.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,29.9,97.7,3818.0,-98.0,,,29,-247.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,31.4,96.4,3969.0,-100.0,,,29,-240.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,32.4,95.4,3970.0,-100.0,,,29,-234.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,31.8,97.7,3978.0,-100.0,,,29,-202.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,33.1,95.2,4146.0,-103.0,,,29,-208.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,31.3,98.0,4147.0,-103.0,,,29,-240.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,32.7,95.1,4154.0,-103.0,,,29,-234.0,,original,,,,,,
"Wang et al., 2017",Liu,Tibetan plateau,32.3,96.0,4226.0,-104.0,,,29,-241.0,,original,,,,,,
"Wu et al., 2019",Ladd,Los Amigos,-12.5588,-70.0993,286.0,-60.83551799,,,29,-173.0,,original,,,,,,
"Wu et al., 2019",Ladd,Villa Carmne,-12.8961,-71.4183,614.0,-76.25779185,,,29,-184.0,,original,,,,,,
"Wu et al., 2019",Ladd,San Pedro,-13.049,-71.537,1500.0,-90.68214874,,,29,-181.0,,original,,,,,,
"Wu et al., 2019",Ladd,Wayquecha,-13.19255,-71.58795,3015.0,-115.7223326,,,29,-203.0,,original,,,,,,
Xia et al 2008,McFarlin,KLK,37.28,96.88,2812.0,-36.0,1.0,2018.0,29,-126.0,8.0,original,,,,,,
Xia et al 2008,McFarlin,XQ,37.47,95.49,3163.0,-43.0,4.0,2018.0,29,-139.0,7.0,original,,,,,,
Xia et al 2008,McFarlin,YZY,29.03,90.47,4445.0,-129.0,0.0,2018.0,29,-187.0,6.0,original,,,,,,
Xia et al 2008,McFarlin,NC,30.64,90.6,4718.0,-139.0,4.0,2018.0,29,-246.0,9.0,original,,,,,,
Xia et al 2008,McFarlin,QY,28.89,90.22,4855.0,-135.0,2.0,2018.0,29,-199.0,9.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,Quebrada Salitrosa,-26.1116,-70.5561,,-29.1,2.6,,29,-89.9,0.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Pan de Azucar,-26.1487,-70.6527,,-50.8,3.2,,29,-126.2,2.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Salado,-26.3366,-70.5699,,-47.8,3.1,,29,-138.8,0.5,original,,,,,,
"Gaviria-Lugo et al., 2023",,Quebrada Pto Flamenco,-26.5626,-70.6589,,-40.2,2.9,,29,-118.7,0.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Copiapo,-27.3281,-70.9136,,-62.6,5.0,,29,-148.9,5.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,Quebrada Totoral,-27.8321,-71.0816,,-48.9,3.3,,29,-151.5,2.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Huasco,-28.4873,-71.1486,,-69.5,5.2,,29,-158.2,7.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,Quebrada Los Choros,-29.3302,-71.2364,,-54.7,2.8,,29,-151.6,6.5,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Elqui,-29.9459,-71.1293,,-70.2,5.2,,29,-154.7,8.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Limari,-30.6585,-71.5072,,-59.7,3.4,,29,-165.4,2.8,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Choapa,-31.5922,-71.5382,,-59.7,2.9,,29,-158.7,2.3,original,,,,,,
"Gaviria-Lugo et al., 2023",,Quebrada La Campana,-32.9082,-71.0994,,-53.4,1.3,,29,-170.0,1.7,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Aconcagua,-32.9196,-71.3959,,-65.4,3.2,,29,-168.6,4.5,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Maipo,-33.7738,-71.5272,,-63.3,2.8,,29,-167.2,6.8,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Maule,-35.3882,-72.2978,,-51.5,1.8,,29,-155.2,0.7,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Chovellen,-35.9254,-72.623,,-42.7,0.9,,29,-158.0,3.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Itata,-36.3999,-72.7762,,-47.3,1.2,,29,-175.4,0.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio BioBio,-37.1131,-72.9647,,-54.9,1.7,,29,-158.1,1.8,original,,,,,,
"Gaviria-Lugo et al., 2023",,Estero Los Gringos,-37.8035,-72.9371,,-57.4,2.3,,29,-173.6,0.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Imperial,-38.7287,-73.1267,,-54.5,0.9,,29,-163.4,1.4,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Tolten,-39.0747,-73.1397,,-61.8,1.2,,29,-179.1,0.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Cruces,-39.5493,-72.8419,,-57.3,0.5,,29,-160.4,6.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio CalleCalle,-39.7902,-73.1749,,-63.5,1.0,,29,-170.0,2.3,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Bueno,-40.29,-73.5354,,-61.1,1.0,,29,-165.1,0.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Llico,-41.2269,-73.753,,-54.8,1.6,,29,-171.2,5.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rio Maullin,-41.474,-73.2726,,-53.8,1.4,,29,-168.4,9.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,Choros,-29.3332,-71.2311,,-40.2,1.0,,29,-103.0,1.7,original,,,,,,
"Gaviria-Lugo et al., 2023",,Talca A,-30.0545,-71.094,,-42.6,0.9,,29,-160.9,0.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,Talca B,-30.0548,-71.0894,,-42.6,0.9,,29,-153.5,2.4,original,,,,,,
"Gaviria-Lugo et al., 2023",,Cajon del Maipo,-33.5814,-70.3586,,-69.7,2.6,,29,-164.7,0.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,SanAntonio-Maipo,-33.7736,-71.5246,,-44.1,0.6,,29,-182.7,1.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,Rapel,-34.5693,-71.6361,,-44.0,0.8,,29,-170.0,0.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,BioBio A,-37.1126,-72.9619,,-34.3,1.4,,29,-178.7,1.3,original,,,,,,
"Gaviria-Lugo et al., 2023",,BioBio B,-37.3473,-72.885,,-38.7,1.4,,29,-164.2,2.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,CalleCalle,-39.7885,-72.9681,,-55.0,0.4,,29,-160.8,1.9,original,,,,,,
"Gaviria-Lugo et al., 2023",,Bueno,-40.3326,-73.4128,,-57.8,0.8,,29,-163.8,3.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,Maullin A,-41.474,-73.2726,,-50.0,1.5,,29,-173.9,7.9,original,,,,,,
"Gaviria-Lugo et al., 2023",,Maullin B,-41.4787,-73.2756,,-50.0,1.5,,29,-185.2,0.7,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7118-1_1-2 cm,-25.9997,-70.8092,,,,,29,-108.5,3.5,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7116-1_1-2 cm,-26.0002,-70.9998,,,,,29,-118.9,2.7,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7123-2_1-2 cm,-27.29,-71.05,,,,,29,-150.9,5.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3377-1_1-2 cm,-27.4667,-71.525,,,,,29,-146.2,13.4,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3376-2_1-2 cm,-27.4667,-71.3617,,,,,29,-144.7,14.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3374-1_1-2 cm,-27.4733,-71.1717,,,,,29,-144.9,9.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7127-1_1-2 cm,-28.3837,-71.4712,,,,,29,-151.6,1.4,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7129-1_1-2 cm,-28.4168,-71.33,,,,,29,-155.8,10.8,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7130-1_1-2 cm,-28.42,-71.613,,,,,29,-152.1,5.5,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7135-1_1-2 cm,-29.6667,-71.6758,,,,,29,-155.6,1.3,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7134-1_1-2 cm,-29.72,-71.77,,,,,29,-153.2,3.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7138-1_1-2 cm,-30.13,-71.87,,,,,29,-154.6,5.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7144-1_1-2 cm,-31.16,-71.97,,,,,29,-151.9,0.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3304-3_1-2 cm,-32.89,-72.1933,,,,,29,-153.8,2.9,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3303-1_1-2 cm,-33.2067,-72.2,,,,,29,-158.0,5.0,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3311-2_1-2 cm,-33.6067,-72.0467,,,,,29,-157.3,4.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7152-1_1-2 cm,-33.8,-72.1102,,,,,29,-167.8,0.4,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3352-2_1-2 cm,-35.2167,-73.3167,,,,,29,-166.3,0.5,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB3355-4_1-2 cm,-35.2183,-73.1167,,,,,29,-162.8,1.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7157-1_1-2 cm,-35.78,-73.59,,,,,29,-164.2,3.3,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7160-4_1-2 cm,-36.0385,-73.0735,,,,,29,-168.0,2.2,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7167-4_1-2 cm,-36.45,-73.91,,,,,29,-149.8,2.7,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7162-4_1-2 cm,-36.5427,-73.6672,,,,,29,-164.8,0.3,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7198-1_1-2 cm,-38.17,-74.39,,,,,29,-150.6,2.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7209-2_1-2 cm,-38.9913,-74.1642,,,,,29,-161.5,5.9,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7207-1_1-2 cm,-39.07,-74.37,,,,,29,-166.3,4.1,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7212-1_1-2 cm,-39.7,-74.38,,,,,29,-153.8,2.9,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7214-1_1-2 cm,-39.875,-74.1672,,,,,29,-155.9,1.6,original,,,,,,
"Gaviria-Lugo et al., 2023",,GeoB7194-1_1-2 cm,-41.4175,-74.4337,,,,,29,-164.1,4.5,original,,,,,,
"Wang et al., 2023",,Gaoqiao G1,21.58,109.75,,,,,29,-165.0,,original,,,,,,
"Wang et al., 2023",,Gaoqiao G2,21.57,109.75,,,,,29,-146.0,,original,,,,,,
"Wang et al., 2023",,Gaoqiao G3,21.57,109.75,,,,,29,-160.0,,original,,,,,,
"Wang et al., 2023",,Gaoqiao G4,21.57,109.75,,,,,29,-178.0,,original,,,,,,
"Wang et al., 2023",,Gaoqiao G6,21.57,109.76,,,,,29,-169.0,,original,,,,,,
"Wang et al., 2023",,Huguang H1,21.11,110.31,,,,,29,-186.0,,original,,,,,,
"Wang et al., 2023",,Huguang H2,21.1,110.31,,,,,29,-154.0,,original,,,,,,
"Wang et al., 2023",,Huguang H3,21.1,110.3,,,,,29,-157.0,,original,,,,,,
"Wang et al., 2023",,Techeng T1,21.15,110.44,,,,,29,-131.0,,original,,,,,,
"Wang et al., 2023",,Techeng T2,21.15,110.44,,,,,29,-131.0,,original,,,,,,
"Wang et al., 2023",,Techeng T3,21.15,110.44,,,,,29,-182.0,,original,,,,,,
"Wang et al., 2023",,Techeng T4,21.15,110.44,,,,,29,-135.0,,original,,,,,,
"Wang et al., 2023",,Techeng T5,21.15,110.44,,,,,29,-149.0,,original,,,,,,
"Wang et al., 2023",,Techeng T6,21.16,110.44,,,,,29,-135.0,,original,,,,,,
"Corcoran et al., 2022",,Tarn 2,-51.6959,-58.8276,,,,,29,-165.0,,original,,,,,,
"Corcoran et al., 2022",,Tarn 2,-51.6959,-58.8276,,,,,29,-161.0,,original,,,,,,
"Corcoran et al., 2022",,Tarn 4,-51.7022,-58.8276,,,,,29,-168.0,,original,,,,,,
"Corcoran et al., 2022",,Tarn 4,-51.7022,-58.8276,,,,,29,-165.0,,original,,,,,,
"Corcoran et al., 2022",,Tarn 4,-51.7022,-58.8276,,,,,29,-163.0,,original,,,,,,
Freimuth et al. 2019,Manual extraction,"Adirondack lakes, NY, USA (12-lake mean)",44.0,-74.5,,,,,29,-188.0,6.0,v7_new,Lake sediment,Temperate forest,,,10.1016/j.gca.2019.08.026,"Missing: elevation, d2H_precip"
Gaviria-Lugo et al. 2023,Manual extraction,"Chile, humid zone (mean)",-38.0,-73.0,,,,,29,-185.0,,v7_new,Soil/river sediment,Temperate forest,,,10.5194/bg-20-4433-2023,"Missing: elevation, d2H_precip"
Gaviria-Lugo et al. 2023,Manual extraction,"Chile, semiarid zone (mean)",-32.0,-71.0,,,,,29,-140.0,,v7_new,Soil/river sediment,Mediterranean scrub,,,10.5194/bg-20-4433-2023,"Missing: elevation, d2H_precip"
Gaviria-Lugo et al. 2023,Manual extraction,"Chile, hyperarid zone (mean)",-24.0,-70.0,,,,,29,-90.0,,v7_new,Soil/river sediment,Desert,,,10.5194/bg-20-4433-2023,"Missing: elevation, d2H_precip"
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.6314,85.9625,1660.0,-53.157,,,29,-161.0,2.475,v7_new,Soil,soil,,8.99,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.6397,84.1091,160.0,-42.018,,,29,-157.0,2.021,v7_new,Soil,soil,,19.71,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.8,85.0,416.0,-53.502,,,29,-151.0,2.021,v7_new,Soil,soil,,18.33,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9656,85.9669,1960.0,-78.225,,,29,-190.0,2.475,v7_new,Soil,soil,,9.82,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9658,85.9792,1690.0,-76.582,,,29,-162.0,2.475,v7_new,Soil,soil,,6.92,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9664,85.9653,1770.0,-78.468,,,29,-174.0,2.475,v7_new,Soil,soil,,10.29,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9744,85.9717,1850.0,-78.878,,,29,-166.0,2.475,v7_new,Soil,soil,,10.14,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9747,85.9761,2130.0,-78.482,,,29,-189.0,2.475,v7_new,Soil,soil,,9.02,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9767,85.9764,2060.0,-78.765,,,29,-156.0,2.475,v7_new,Soil,soil,,9.17,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9831,85.9686,2210.0,-79.522,,,29,-183.0,2.475,v7_new,Soil,soil,,9.57,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9942,85.9819,2330.0,-80.206,,,29,-205.0,2.475,v7_new,Soil,soil,,9.18,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0042,85.9775,2570.0,-80.386,,,29,-190.0,2.475,v7_new,Soil,soil,,7.79,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0294,85.9853,2800.0,-81.789,,,29,-193.0,2.475,v7_new,Soil,soil,,5.81,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0378,85.9892,3090.0,-82.276,,,29,-214.0,2.475,v7_new,Soil,soil,,5.29,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0403,85.9881,2920.0,-82.432,,,29,-211.0,2.475,v7_new,Soil,soil,,5.3,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0653,86.0025,3280.0,-82.781,,,29,-219.0,2.475,v7_new,Soil,soil,,2.65,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0881,86.0008,3360.0,-85.738,,,29,-216.0,2.475,v7_new,Soil,soil,,3.13,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1194,85.9923,3485.0,-87.951,,,29,-183.0,2.021,v7_new,Soil,soil,,1.12,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1256,85.9889,3607.0,-88.92,,,29,-210.0,2.475,v7_new,Soil,soil,,1.62,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1431,85.9831,3795.0,-89.777,,,29,-210.0,2.475,v7_new,Soil,soil,,0.41,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1778,85.9847,3820.0,-91.725,,,29,-199.0,2.475,v7_new,Soil,soil,,-0.62,10.1029/2025PA005167,OK
