"obs_id","source","compilation","location","DOI","latitude","longitude","elevation","d2H_precip","d2H_precip_err","d2H_wax","d2H_wax_err","archive_class"
"obs_0158","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK32-1)","10.5194/bg-19-2881-2022",-27.9267,32.4894,NA,NA,NA,-130,NA,"lake sediment"
"obs_0159","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK31-1)","10.5194/bg-19-2881-2022",-27.9225,32.4869,NA,NA,NA,-132.2,NA,"lake sediment"
"obs_0160","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK26-1)","10.5194/bg-19-2881-2022",-27.8995,32.4834,NA,NA,NA,-142.4,2.9,"lake sediment"
"obs_0161","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK25-1)","10.5194/bg-19-2881-2022",-27.8948,32.4832,NA,NA,NA,-134,NA,"lake sediment"
"obs_0162","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK08-2)","10.5194/bg-19-2881-2022",-27.8896,32.483,NA,NA,NA,-148.5,1,"fluvial sediment"
"obs_0163","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK16-1)","10.5194/bg-19-2881-2022",-27.87,32.4845,NA,NA,NA,-153.4,0.3,"fluvial sediment"
"obs_0164","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK14-1)","10.5194/bg-19-2881-2022",-27.8567,32.4785,NA,NA,NA,-157.9,0.3,"fluvial sediment"
"obs_0165","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK23-1)","10.5194/bg-19-2881-2022",-27.8526,32.4749,NA,NA,NA,-133.8,0.4,"fluvial sediment"
"obs_0166","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK07-5_1)","10.5194/bg-19-2881-2022",-27.8412,32.4784,NA,NA,NA,-157.1,NA,"fluvial sediment"
"obs_0167","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK07-5_2)","10.5194/bg-19-2881-2022",-27.8412,32.4784,NA,NA,NA,-164.8,0,"fluvial sediment"
"obs_0168","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK21-1)","10.5194/bg-19-2881-2022",-27.746,32.5021,NA,NA,NA,-138.5,0.2,"fluvial sediment"
"obs_0169","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK22-1)","10.5194/bg-19-2881-2022",-27.746,32.5021,NA,NA,NA,-150.9,0.1,"fluvial sediment"
"obs_0170","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK20-1)","10.5194/bg-19-2881-2022",-27.7254,32.4868,NA,NA,NA,-155,0.3,"fluvial sediment"
"obs_0171","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK20-2)","10.5194/bg-19-2881-2022",-27.7254,32.4868,NA,NA,NA,-146.5,0.2,"fluvial sediment"
"obs_0172","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK10-1)","10.5194/bg-19-2881-2022",-27.6962,32.4746,NA,NA,NA,-160.3,0.1,"fluvial sediment"
"obs_0173","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK12-1)","10.5194/bg-19-2881-2022",-27.6961,32.4679,NA,NA,NA,-149.5,0.8,"fluvial sediment"
"obs_0174","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK03-1)","10.5194/bg-19-2881-2022",-27.6628,32.4199,NA,NA,NA,-138.9,NA,"fluvial sediment"
"obs_0175","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK03-2)","10.5194/bg-19-2881-2022",-27.6628,32.4199,NA,NA,NA,-160.4,1,"fluvial sediment"
"obs_0176","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK03-3)","10.5194/bg-19-2881-2022",-27.6628,32.4199,NA,NA,NA,-145.7,NA,"fluvial sediment"
"obs_0177","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK02-3)","10.5194/bg-19-2881-2022",-27.6548,32.4031,NA,NA,NA,-143.9,0.1,"fluvial sediment"
"obs_0178","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK01-10)","10.5194/bg-19-2881-2022",-27.5987,32.3021,NA,NA,NA,-131.5,0.2,"fluvial sediment"
"obs_0179","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK06-1)","10.5194/bg-19-2881-2022",-27.5918,32.2185,NA,NA,NA,-147.4,0.3,"fluvial sediment"
"obs_0180","Gensel et al. 2022","","Mkhuze Wetland, South Africa (MK05-1)","10.5194/bg-19-2881-2022",-27.5839,32.1471,NA,NA,NA,-143.3,0.2,"fluvial sediment"
"obs_0181","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",22.19287,100.527905,1400,-81.993,NA,-209,2.475,"soil"
"obs_0182","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",22.341296,101.270996,931,-28.308,NA,-212,2.475,"soil"
"obs_0183","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",22.71668,101.32093,956,-31.696,NA,-188,2.475,"soil"
"obs_0184","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",25.597,100.0586,1265,-57.647,NA,-160,3.5,"soil"
"obs_0185","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",25.937,99.3351,1745,-58.771,NA,-172,3.5,"soil"
"obs_0186","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",26.486,99.6988,2635,-63.725,NA,-212,2.475,"soil"
"obs_0187","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",26.524,99.7771,2357,-64.572,NA,-166,2.475,"soil"
"obs_0188","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",26.595,99.8465,2463,-63.978,NA,-183,3.5,"soil"
"obs_0189","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",26.667,99.932,2459,-90.325,NA,-167,3.5,"soil"
"obs_0190","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",26.8637,100.0371,2500,-64.811,NA,-188,3.5,"soil"
"obs_0191","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",26.882,100.0011,1881,-68.031,NA,-195,2.475,"soil"
"obs_0192","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.073,99.5562,2549,-85.94,NA,-190,2.475,"soil"
"obs_0193","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.1409,100.6678,3075,-60.819,NA,-215,3.5,"soil"
"obs_0194","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.223472,100.025806,1970,-73.388,NA,-203,2.475,"soil"
"obs_0195","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.399,100.8425,2538,-65.785,NA,-169,2.475,"soil"
"obs_0196","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.4581,101.2959,2754,-65.567,NA,-181,3.5,"soil"
"obs_0197","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.4987,101.334,2233,-67.781,NA,-194,2.475,"soil"
"obs_0198","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.6314,85.9625,1660,-53.157,NA,-161,2.475,"soil"
"obs_0199","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.6323,100.8164,3340,-66.051,NA,-191,2.475,"soil"
"obs_0200","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.6397,84.1091,160,-42.018,NA,-157,2.021,"soil"
"obs_0201","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.64441333,100.9693,2362,-68.434,NA,-185,2.021,"soil"
"obs_0202","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",27.7433,100.7687,2764,-70.684,NA,-205,2.021,"soil"
"obs_0203","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.8,85,416,-53.502,NA,-151,2.021,"soil"
"obs_0204","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9656,85.9669,1960,-78.225,NA,-190,2.475,"soil"
"obs_0205","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9658,85.9792,1690,-76.582,NA,-162,2.475,"soil"
"obs_0206","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9664,85.9653,1770,-78.468,NA,-174,2.475,"soil"
"obs_0207","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9744,85.9717,1850,-78.878,NA,-166,2.475,"soil"
"obs_0208","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9767,85.9764,2060,-78.765,NA,-156,2.475,"soil"
"obs_0209","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9831,85.9686,2210,-79.522,NA,-183,2.475,"soil"
"obs_0210","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",27.9942,85.9819,2330,-80.206,NA,-205,2.475,"soil"
"obs_0211","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.0042,85.9775,2570,-80.386,NA,-190,2.475,"soil"
"obs_0212","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.0294,85.9853,2800,-81.789,NA,-193,2.475,"soil"
"obs_0213","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.0378,85.9892,3090,-82.276,NA,-214,2.475,"soil"
"obs_0214","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.0403,85.9881,2920,-82.432,NA,-211,2.475,"soil"
"obs_0215","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.0653,86.0025,3280,-82.781,NA,-219,2.475,"soil"
"obs_0216","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.0881,86.0008,3360,-85.738,NA,-216,2.475,"soil"
"obs_0217","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.1194,85.9923,3485,-87.951,NA,-183,2.021,"soil"
"obs_0218","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.1256,85.9889,3607,-88.92,NA,-210,2.475,"soil"
"obs_0219","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.1431,85.9831,3795,-89.777,NA,-210,2.475,"soil"
"obs_0220","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.1778,85.9847,3820,-91.725,NA,-199,2.475,"soil"
"obs_0221","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.22,86.0011,3920,-96.641,NA,-197,2.475,"soil"
"obs_0222","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",28.239528,99.278222,2247,-96.701,NA,-220,2.475,"soil"
"obs_0223","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.2639,83.7339,850,-69.135,NA,-177,2.021,"soil"
"obs_0224","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.3028,86.0367,4150,-103.536,NA,-226,2.475,"soil"
"obs_0225","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.3675,86.0983,4340,-107.145,NA,-217,2.475,"soil"
"obs_0226","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",28.416856,98.963267,3750,-99.233,NA,-240,2.475,"soil"
"obs_0227","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.4386,86.1561,4497,-110.476,NA,-228,2.475,"soil"
"obs_0228","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.442784,98.427243,3516,-100.563,NA,-243,2.475,"soil"
"obs_0229","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Mekong","10.1029/2025PA005167",28.455253,98.869416,3300,-101.193,NA,-230,2.475,"soil"
"obs_0230","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.4677,97.0338,1514,-107.258,NA,-179,2.475,"soil"
"obs_0231","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.4756,86.1639,4658,-112.504,NA,-216,2.475,"soil"
"obs_0232","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.485,86.1572,4758,-112.066,NA,-224,2.475,"soil"
"obs_0233","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.4889,86.1481,4852,-112.712,NA,-239,2.475,"soil"
"obs_0234","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.5114,97.0788,1468,-107.562,NA,-186,2.475,"soil"
"obs_0235","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.5164,86.1672,5145,-114.989,NA,-218,2.475,"soil"
"obs_0236","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.5725,97.0924,1628,-109.72,NA,-171,2.475,"soil"
"obs_0237","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.6009,97.208,1832,-109.673,NA,-181,2.475,"soil"
"obs_0238","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.6202,97.345,2200,-108.783,NA,-180,2.475,"soil"
"obs_0239","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.7722,87.2478,4545,-121.811,NA,-240,2.475,"soil"
"obs_0240","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.8375,97.4897,2614,-115.503,NA,-195,2.475,"soil"
"obs_0241","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Brahmaputra","10.1029/2025PA005167",28.89,90.23,4855,-106.037,NA,-199,2.475,"soil"
"obs_0242","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.8933,90.1672,5046,-110.043,NA,-249,2.475,"soil"
"obs_0243","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.9441,97.4256,2758,-120.394,NA,-197,2.475,"soil"
"obs_0244","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",28.9908,97.402,2891,-122.506,NA,-203,2.475,"soil"
"obs_0245","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Brahmaputra","10.1029/2025PA005167",29.0322,90.4704,4445,-113.556,0,-187,2.475,"soil"
"obs_0246","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.0378,97.3622,2931,-122.978,NA,-179,2.475,"soil"
"obs_0247","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.0952,97.2759,3190,-123.144,NA,-214,2.475,"soil"
"obs_0248","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.1517,88.595,4040,-115.568,NA,-211,2.475,"soil"
"obs_0249","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.1711,97.201,3433,-123.007,NA,-209,2.475,"soil"
"obs_0250","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.2078,90.6178,4780,-113.134,NA,-264,2.475,"soil"
"obs_0251","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.2289,90.6372,4006,-114.624,NA,-221,2.475,"soil"
"obs_0252","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.2667,90.6231,3609,-117.405,NA,-207,2.475,"soil"
"obs_0253","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3143,96.9948,4616,-118.313,NA,-241,2.475,"soil"
"obs_0254","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3176,97.0302,4803,-119.126,NA,-253,2.475,"soil"
"obs_0255","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3198,97.1707,3732,-123.722,NA,-190,2.475,"soil"
"obs_0256","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3255,97.0399,4700,-118.503,NA,-262,2.475,"soil"
"obs_0257","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3279,97.1352,3911,-122.846,NA,-194,2.475,"soil"
"obs_0258","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3296,97.055,4488,-119.989,NA,-228,2.475,"soil"
"obs_0259","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3296,97.055,4488,-119.989,NA,-223,2.475,"soil"
"obs_0260","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3326,97.0727,4200,-121.001,NA,-238,2.475,"soil"
"obs_0261","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3415,96.9256,4590,-116.769,NA,-215,2.475,"soil"
"obs_0262","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Yunnan, drainage: Yangtze","10.1029/2025PA005167",29.37175,98.678028,3589,-107.728,NA,-220,2.475,"soil"
"obs_0263","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.3902,96.8516,4196,-119.651,NA,-241,2.475,"soil"
"obs_0264","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.4797,96.6523,3922,-113.734,NA,-204,2.475,"soil"
"obs_0265","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.5005,96.7307,3921,-116.763,NA,-215,2.475,"soil"
"obs_0266","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.5343,96.523,3682,-106.223,NA,-197,2.475,"soil"
"obs_0267","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.5363,96.5,3596,-109.352,NA,-200,2.475,"soil"
"obs_0268","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.6035,96.3903,3395,-107.959,NA,-200,2.475,"soil"
"obs_0269","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.6275,96.2753,3231,-110.517,NA,-181,2.475,"soil"
"obs_0270","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","drainage: Brahmaputra","10.1029/2025PA005167",29.654,96.716,4431,-114.634,7,-193,2.475,"soil"
"obs_0271","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.6967,92.2256,4348,-122.308,NA,-228,2.475,"soil"
"obs_0272","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.7224,96.1323,3075,-110.051,NA,-204,2.475,"soil"
"obs_0273","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.7368,94.2869,3052,-100.836,NA,-212,2.475,"soil"
"obs_0274","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.7488,91.9488,3995,-126.169,NA,-230,2.475,"soil"
"obs_0275","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.774,92.3269,4713,-122.507,NA,-233,2.475,"soil"
"obs_0276","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.804,95.8247,2816,-103.884,NA,-198,2.475,"soil"
"obs_0277","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.82,93.764,3190,-116.107,NA,-207,2.475,"soil"
"obs_0278","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.8305,92.3437,4968,-125.693,NA,-233,2.475,"soil"
"obs_0279","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.8379,92.3237,4802,-125.853,NA,-244,2.475,"soil"
"obs_0280","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.8501,93.6851,3211,-116.271,NA,-217,2.475,"soil"
"obs_0281","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.871,92.6397,4028,-125.156,NA,-224,2.475,"soil"
"obs_0282","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.8734,92.5322,NA,-125.112,NA,-220,2.475,"soil"
"obs_0283","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.8734,92.5322,4186,-125.112,NA,-223,2.475,"soil"
"obs_0284","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.879528,97.652389,3818,-116.23,NA,-246,2.475,"soil"
"obs_0285","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.8949,93.362,3371,-119.204,NA,-206,2.475,"soil"
"obs_0286","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.9022,93.188,3439,-123.019,NA,-196,2.475,"soil"
"obs_0287","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.9044,92.7501,3883,-125.877,NA,-222,2.475,"soil"
"obs_0288","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",29.9128,92.364,4437,-127.137,NA,-231,2.475,"soil"
"obs_0289","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",30.033,92.9286,3644,-128.422,NA,-223,2.475,"soil"
"obs_0290","Hren & Brandon 2026","Hren & Brandon 2026 Zenodo: 17209981","Himalaya, drainage: Brahmaputra","10.1029/2025PA005167",30.1066,90.5447,4236,-130.345,NA,-211,2.021,"soil"
