source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,DOI,audit_flags,sample_type
"Lu et al., 2020",Ladd,ABQ-05,43.989,114.843,1122.0,-77.6292877,,,29,-172.0,,User compilation,,OK,Lake sediment
McFarlin et al 2019,McFarlin,TUP,60.38,-44.3,145.0,-89.0,2.0,,29,-215.0,3.8,User compilation,,OK,Lake sediment
McFarlin et al 2019,McFarlin,T3,63.75,-51.35,30.0,-106.0,7.0,,29,-215.5,3.9,User compilation,,OK,Lake sediment
McFarlin et al 2019,McFarlin,RTL4,67.01,-50.67,112.0,-137.0,13.0,,29,-254.9,3.8,User compilation,,OK,Lake sediment
McFarlin et al. 2019,Manual extraction,"LNR, Narsaq area, Greenland",60.38,-44.3,,,,,29,-203.0,6.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"SCP, Narsaq area, Greenland",60.38,-44.3,,,,,29,-211.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"PLK, Narsaq area, Greenland",60.38,-44.3,,,,,29,-206.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"PIN, Narsaq area, Greenland",60.7,-45.1,480.0,-96.0,2.0,,29,-216.0,6.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"SCP, Narsaq area, Greenland",60.7,-45.42,475.0,-96.0,2.0,,29,-211.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"TUP, Narsaq area, Greenland",60.87,-45.72,,,,,29,-215.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"PLK, Narsaq area, Greenland",60.87,-45.72,,,,,29,-206.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"LNR, Narsaq area, Greenland",60.87,-45.72,751.0,-101.0,3.0,,29,-203.0,6.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"NAR, Narsaq area, Greenland",60.87,-45.72,766.0,-101.0,3.0,,29,-210.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"T1, Nuuk area, Greenland",63.76,-51.36,75.0,-107.0,7.0,,29,-203.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"T2, Nuuk area, Greenland",63.76,-51.37,57.0,-106.0,7.0,,29,-218.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,Manual extraction,"T1, Nuuk area, Greenland",64.0,-51.5,,,,,29,-203.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"T2, Nuuk area, Greenland",64.0,-51.5,,,,,29,-218.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"RTL3, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-232.0,6.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"RTL2, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-224.0,6.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"LSL, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-237.0,5.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"SHL, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-251.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"USHL, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-257.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"RTL1, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-240.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"SEC, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-246.0,4.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"LSL, Kangerlussuaq, Greenland",67.05,-50.52,124.0,-139.0,13.0,,29,-237.0,5.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"RTL3, Kangerlussuaq, Greenland",67.06,-50.45,170.0,-140.0,13.0,,29,-232.0,6.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"RTL1, Kangerlussuaq, Greenland",67.15,-50.08,443.0,-148.0,11.0,,29,-240.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"SHL, Kangerlussuaq, Greenland",67.15,-50.13,335.0,-146.0,11.0,,29,-251.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"USHL, Kangerlussuaq, Greenland",67.15,-50.13,340.0,-147.0,11.0,,29,-257.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"SEC, Kangerlussuaq area, Greenland",76.58,-68.66,248.0,-181.0,1.0,,29,-246.0,4.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"Sioraq (STR), Thule area, Greenland",76.67,-67.94,224.0,-181.0,1.0,,29,-248.0,6.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"NS1, Thule area, Greenland",76.82,-67.05,455.0,-186.0,2.0,,29,-235.0,4.0,Both,10.1016/j.quascirev.2019.105978,NOTE: ε outside typical range (-60‰),Lake sediment
McFarlin et al. 2019,Manual extraction,"WLL (Wax Lips Lake), Thule, Greenland",76.85,-68.66,,,,,29,-264.0,7.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,Manual extraction,"STR, Thule area, Greenland",76.85,-68.66,,,,,29,-248.0,6.0,Computer v6,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip",Lake sediment
McFarlin et al. 2019,NOAA WDS Paleoclimatology: study 27790,"Wax Lips Lake (WLL), Thule area, Greenland",76.85,-66.96,517.0,-187.0,2.0,,29,-264.0,7.0,Both,10.1016/j.quascirev.2019.105978,OK,Lake sediment
Mugler et al 2008,McFarlin,Tibet_ave (NC),30.64,90.6,4718.0,-139.0,4.0,,29,-246.0,36.4,User compilation,,OK,Lake sediment
Mugler et al 2008,McFarlin,HZM,50.12,6.88,425.0,-56.0,2.0,,29,-198.0,1.0,User compilation,,OK,Lake sediment
"Pautler et al., 2014",Liu,Kluane Lake,61.15,-138.45,748.0,-164.0,,,29,-259.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,Kluane Lake,61.15,-138.45,748.0,-164.0,,,29,-241.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Christie Mine, Dominion Creek",63.65,-138.63,581.0,-163.0,,,29,-285.0,,User compilation,,REVIEW: δ²H very depleted (-285.0‰),Soil
"Pautler et al., 2014",Liu,"Christie Mine, Dominion Creek",63.65,-138.63,581.0,-163.0,,,29,-269.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Christie Mine, Dominion Creek",63.65,-138.63,581.0,-163.0,,,29,-274.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,581.0,-163.0,,,29,-259.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,581.0,-163.0,,,29,-278.0,,User compilation,,REVIEW: δ²H very depleted (-278.0‰),Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,581.0,-163.0,,,29,-274.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-246.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-261.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-257.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-262.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-266.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-263.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-265.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,582.0,-163.0,,,29,-268.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,"Tatlow Camp, Quartz Creek",63.82,-139.02,581.0,-163.0,,,29,-270.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,Goldbottom Creek,63.93,-138.97,689.0,-165.0,,,29,-279.0,,User compilation,,REVIEW: δ²H very depleted (-279.0‰),Soil
"Pautler et al., 2014",Liu,Goldbottom Creek,63.93,-138.97,689.0,-165.0,,,29,-274.0,,User compilation,,OK,Soil
"Pautler et al., 2014",Liu,Goldbottom Creek,63.93,-138.97,689.0,-165.0,,,29,-266.0,,User compilation,,OK,Soil
Polissar and Freeman 2010,McFarlin,Bear Meadows,40.73,-77.76,552.0,-65.0,2.0,,29,-191.3,,User compilation,,OK,Lake sediment
Roy & Sanyal 2022,Roy & Sanyal 2022 Table 2,"Gangetic floodplain, India",25.0,83.0,,-57.0,,,29,-212.03813025,4.8984542791716,Computer v6,10.1016/j.quaint.2021.09.004,Missing: elevation,Soil
Roy & Sanyal 2022,Roy & Sanyal 2022 Table 2,"Gangetic floodplain, India",25.0,83.0,,-57.0,,,29,-150.5190408,6.9613931291601,Computer v6,10.1016/j.quaint.2021.09.004,Missing: elevation,Soil
Roy & Sanyal 2022,Roy & Sanyal 2022 Table 2,"Gangetic floodplain, India",25.0,83.0,,-57.0,,,29,-170.81701845,10.15054775454974,Computer v6,10.1016/j.quaint.2021.09.004,Missing: elevation,Soil
Sachse et al 2004,McFarlin,LPM,40.93,15.61,685.0,-48.0,1.0,,29,-169.0,2.0,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-198.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-211.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-212.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-210.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-205.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-186.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-207.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-216.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-224.0,,User compilation,,NOTE: ε outside typical range (-174‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-218.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-217.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-225.0,,User compilation,,NOTE: ε outside typical range (-176‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-220.0,,User compilation,,NOTE: ε outside typical range (-170‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-221.0,,User compilation,,NOTE: ε outside typical range (-171‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-227.0,,User compilation,,NOTE: ε outside typical range (-178‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-244.0,,User compilation,,NOTE: ε outside typical range (-196‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-240.0,,User compilation,,NOTE: ε outside typical range (-192‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-219.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-229.0,,User compilation,,NOTE: ε outside typical range (-180‰),Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-195.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-203.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-208.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-213.0,,User compilation,,OK,Lake sediment
"Seki et al., 2010",Liu,"Hokkaido, Japan",44.2,142.1,560.0,-60.0,,,29,-222.0,,User compilation,,NOTE: ε outside typical range (-172‰),Lake sediment
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Taylor Road and WA SR10",47.2,-120.8,570.0,-89.2,,,29,-206.2,1.8,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Near Cannon Mine, Methow St, Wenatchee",47.4,-120.3,390.0,-90.4,,,29,-200.4,1.4,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Rockaway Beach Park, Bainbridge Island",47.6,-122.5,1.0,-67.0,,,29,-208.3,3.3,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Chiwawa River/Chiwawa Basin Trail",48.1,-120.9,1467.4,-102.2,,,29,-221.2,2.7,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Suiattle River Road",48.3,-121.3,349.2,-84.7,,,29,-193.0,1.8,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Leader Lake State Park",48.4,-119.7,720.5,-102.4,,,29,-230.0,3.1,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Bowman Bay, Deception Pass State Park",48.4,-122.7,12.0,-72.0,,,29,-162.4,1.8,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Thompson Ridge Road",48.4,-120.3,1170.0,-104.9,,,29,-221.3,1.2,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 42 off Loup Loup Summit",48.4,-119.9,1387.0,-110.4,,,29,-249.9,1.5,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Cascade Pass",48.5,-121.1,1586.5,-106.5,,,29,-202.6,2.3,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Pacific Crest Trail Bridge Creek Trailhead",48.5,-120.7,1400.7,-105.2,,,29,-219.2,5.7,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Cedar Creek Trail",48.5,-120.5,1350.0,-106.4,,,29,-258.8,1.1,Computer v6,10.1016/j.orggeochem.2023.104572,NOTE: ε outside typical range (-170‰),Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Sauk Mountain Road",48.5,-121.6,909.0,-94.4,,,29,-222.8,3.7,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Lookout Mountain Lookout Trail",48.5,-121.3,1096.0,-94.1,,,29,-208.4,5.5,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Cutthroat Pass Trail",48.5,-120.7,1688.0,-110.2,,,29,-200.7,8.1,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Eightmile Creek",48.6,-120.2,885.0,-103.9,,,29,-229.5,1.0,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Squire's Lake Trail",48.6,-122.4,163.0,-82.7,,,29,-169.8,1.3,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Hathaway Road (Prairie, WA)",48.6,-122.2,174.0,-79.8,,,29,-179.3,4.3,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Medford/Scott Paper Road",48.6,-122.0,533.0,-86.6,,,29,-203.0,2.9,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Easy Pass Trail",48.6,-120.8,1522.0,-104.3,,,29,-207.6,0.0,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Goat Peak Road",48.6,-120.4,1408.0,-108.4,,,29,-256.9,0.7,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Hagood Cutoff off Pine Creek Road",48.6,-119.6,446.0,-102.7,,,29,-204.1,1.3,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, South Fork Park, Deming",48.7,-122.2,107.2,-79.9,,,29,-210.5,2.9,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 12 off Baker Lake Road, Elbow Lake Junction",48.7,-121.8,895.7,-93.5,,,29,-201.3,2.6,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Shannon Creek Campground, N Baker Lake",48.7,-121.6,240.6,-86.4,,,29,-188.5,0.8,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Salmon Meadows, Conconully",48.7,-119.8,1354.1,-111.7,,,29,-236.6,1.8,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 12 off Baker Lake Road, Elbow Lake Junction",48.7,-121.8,877.0,-93.5,,,29,-196.6,1.3,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 100 off Chewuch Road",48.7,-120.2,1022.0,-106.1,,,29,-231.5,3.2,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Nugent's Corner River Access",48.8,-122.3,75.0,-79.6,,,29,-183.5,1.1,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Heliotrope Ridge Trailhead",48.8,-121.9,1118.1,-95.6,,,29,-193.6,1.0,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, West Chewuch Rd b/n Andrews and Lake Creek",48.8,-120.1,874.0,-106.8,,,29,-207.8,2.1,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Spectacle Lake",48.8,-119.5,421.0,-105.3,,,29,-232.9,3.7,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Fancher Dam Road and Havillah Road",48.8,-119.3,981.4,-111.7,,,29,-224.9,1.9,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Fancher Dam Road and Havillah Road",48.8,-119.3,982.0,-111.7,,,29,-257.3,1.2,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Big Tree Trail, Bonaparte State Park",48.9,-119.0,1156.4,-114.6,,,29,-244.4,3.0,Computer v6,10.1016/j.orggeochem.2023.104572,OK,Soil
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T1L9 (T1L9),31.38868,-84.39601,54.0,-21.0,,,29,-159.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Morgan (T2L11),31.66976,-81.81111,11.0,-21.0,,,29,-136.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T1L8 (T1L8),32.34999,-86.20918,87.0,-23.0,,,29,-162.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Turkey Hill (T2L12),33.55354,-80.84634,73.0,-26.0,,,29,-158.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Lamar (T1L7),33.77759,-88.23522,110.0,-25.0,,,29,-170.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Bear Creek (T1L6),34.71125,-90.69264,80.0,-29.0,,,29,-153.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Wheatfield (T2L13),35.17073,-79.67573,169.0,-28.0,,,29,-158.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Ferguson (T1L5),35.88266,-92.6309,473.0,-35.0,,,29,-169.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Buffalo (T2L14),36.62386,-78.57864,12.0,-30.0,,,29,-167.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Spring (T1L4),37.05976,-94.73146,245.0,-36.0,,,29,-168.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T1L3 (T1L3),37.76569,-97.31961,405.0,-41.0,,,29,-160.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Locust Shade (T2L15),38.53797,-77.34658,45.0,-38.0,,,29,-173.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Antelope (T1L2),39.37553,-100.11211,725.0,-56.0,,,29,-178.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Middle Creek (T2L16),40.27465,-76.23239,175.0,-49.0,,,29,-175.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Overland (T1L1),40.621,-103.182,1200.0,-73.0,,,29,-190.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Cody Pond (T3L29),41.15055,-100.75241,852.0,-65.0,,,29,-165.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Norwalk (T2L24),41.23881,-82.58788,244.0,-52.0,,,29,-189.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,LaPrele Pond (T3L30),41.31952,-105.54942,2181.0,-98.0,,,29,-224.0,,Computer v6,10.1016/j.gca.2022.11.001,OK,Lake surface sediment
